tpep_pickup_datetime,PULocationID,trip_distance,fare_amount
2023-01-31 11:17:59,229,2.4,14.2
2023-01-02 19:33:43,229,3.33,15.6
2023-01-27 11:02:10,151,3.09,15.6
2023-01-19 17:03:48,68,1.1,7.9
2023-01-10 10:23:00,138,9.96,40.1
2023-01-01 21:07:11,161,2.3,12.8
2023-01-04 19:34:37,161,1.25,8.6
2023-01-21 15:51:26,143,2.2,15.6
2023-01-28 11:49:36,143,0.88,7.2
2023-01-13 11:34:38,237,0.4,6.5
2023-01-25 23:12:28,233,1.5,11.4
2023-01-23 16:39:50,238,3.68,24.0
2023-01-24 09:09:40,233,1.4,14.2
2023-01-19 13:45:09,239,1.67,13.5
2023-01-27 15:34:08,237,0.81,-5.8
2023-01-09 17:28:49,163,1.05,12.8
2023-01-11 16:23:42,170,1.0,8.6
2023-01-20 19:00:07,68,1.19,9.3
2023-01-14 18:35:47,68,0.9,19.8
2023-01-12 20:01:49,238,3.1,21.2
2023-01-08 20:33:51,132,5.39,25.4
2023-01-06 08:54:08,263,6.94,33.1
2023-01-06 16:11:25,211,0.8,6.5
2023-01-05 17:25:03,148,3.45,18.4
2023-01-01 19:28:40,262,0.9,7.2
2023-01-04 09:21:15,237,0.82,7.9
2023-01-13 14:23:24,161,1.2,9.3
2023-01-21 00:05:09,234,3.67,19.8
2023-01-17 13:41:37,264,11.03,48.5
2023-01-07 18:54:26,170,1.02,11.4
2023-01-14 08:34:46,186,1.64,10.0
2023-01-05 23:37:25,138,8.8,33.8
2023-01-18 15:25:42,79,0.71,8.6
2023-01-06 21:26:00,170,2.2,15.85
2023-01-28 19:05:01,249,0.95,12.8
2023-01-27 13:45:56,132,19.22,70.0
2023-01-30 10:53:15,161,0.2,4.4
2023-01-23 13:47:39,132,17.68,70.0
2023-01-14 10:57:22,134,10.89,70.0
2023-01-28 02:23:58,79,0.49,5.1
2023-01-02 17:56:46,100,1.61,10.0
2023-01-17 09:16:09,79,2.12,16.94
2023-01-07 23:52:33,49,0.0,50.0
2023-01-27 09:00:17,236,0.99,8.6
2023-01-26 21:13:25,229,2.46,14.9
2023-01-13 18:10:03,107,5.0,28.2
2023-01-29 17:13:45,263,0.98,7.2
2023-01-08 18:43:30,138,10.8,45.7
2023-01-02 16:23:15,70,8.9,40.8
2023-01-07 17:52:49,79,1.0,7.2
2023-01-13 23:19:23,138,9.66,38.7
2023-01-13 14:14:06,132,17.31,70.0
2023-01-15 06:27:55,132,8.32,33.1
2023-01-03 22:34:02,263,3.8,18.4
2023-01-19 07:24:19,186,2.04,16.3
2023-01-06 17:55:00,237,1.34,10.7
2023-01-01 02:28:49,80,11.13,43.04
2023-01-21 09:24:08,79,3.25,14.9
2023-01-22 10:56:38,238,2.53,14.9
2023-01-12 20:42:15,152,0.86,7.2
2023-01-15 09:57:16,239,1.12,8.6
2023-01-20 18:12:51,186,0.64,6.5
2023-01-25 07:07:05,142,1.32,7.9
2023-01-20 12:51:22,236,1.14,8.6
2023-01-17 21:44:35,132,16.8,103.8
2023-01-31 18:59:09,132,20.21,70.0
2023-01-27 22:03:27,231,0.7,5.8
2023-01-17 19:50:41,79,1.6,11.4
2023-01-31 18:39:50,90,1.96,13.5
2023-01-26 09:04:39,170,2.2,19.1
2023-01-05 12:59:17,161,2.4,13.5
2023-01-06 10:03:06,237,0.8,7.2
2023-01-22 06:53:13,226,2.45,14.2
2023-01-27 15:07:46,141,20.16,70.0
2023-01-28 17:46:35,186,1.85,14.9
2023-01-12 10:21:00,48,1.94,13.5
2023-01-31 15:00:12,231,6.8,44.3
2023-01-10 11:37:30,170,0.9,8.6
2023-01-16 18:32:59,186,2.33,17.7
2023-01-26 22:29:50,161,0.9,7.9
2023-01-14 15:30:51,114,1.06,10.7
2023-01-31 13:14:13,161,0.8,9.3
2023-01-18 09:29:43,76,0.0,12.2
2023-01-31 15:59:58,263,1.21,23.3
2023-01-22 14:35:28,249,1.03,8.6
2023-01-20 12:11:39,138,10.3,44.3
2023-01-15 01:27:47,79,4.25,19.8
2023-01-27 14:02:57,75,2.4,14.9
2023-01-22 16:35:12,263,2.03,14.2
2023-01-03 14:44:15,164,16.2,70.0
2023-01-07 15:10:41,113,2.39,15.6
2023-01-01 01:10:36,249,3.0,17.0
2023-01-16 12:28:57,68,1.74,12.1
2023-01-14 19:46:00,236,1.3,8.6
2023-01-07 01:44:00,170,0.75,12.8
2023-01-24 10:09:34,224,1.51,10.7
2023-01-12 19:51:51,140,8.51,35.9
2023-01-03 14:44:55,237,1.58,13.5
2023-01-25 10:42:10,234,1.6,14.9
2023-01-18 22:18:50,234,3.61,19.1
2023-01-27 06:54:50,132,18.96,88.0
2023-01-26 06:37:49,249,2.05,11.4
2023-01-05 21:25:05,249,4.0,20.5
2023-01-21 01:28:17,148,2.7,13.5
2023-01-30 13:12:18,68,1.88,14.9
2023-01-10 21:39:57,263,4.69,23.3
2023-01-15 00:15:44,224,9.24,40.1
2023-01-03 03:36:05,170,0.39,5.1
2023-01-18 13:13:50,142,1.3,10.0
2023-01-15 13:51:00,50,3.9,18.47
2023-01-13 22:10:43,229,2.85,19.1
2023-01-08 16:45:20,186,1.86,13.5
2023-01-06 21:08:04,229,0.37,5.1
2023-01-11 11:19:16,148,7.23,33.1
2023-01-17 09:13:57,151,3.73,31.0
2023-01-13 15:32:18,236,2.3,17.0
2023-01-12 15:27:06,236,0.9,8.6
2023-01-03 07:24:40,262,1.73,10.0
2023-01-18 15:32:00,236,1.34,13.5
2023-01-14 08:01:00,238,6.98,32.16
2023-01-30 17:30:15,236,2.39,16.3
2023-01-11 07:52:49,236,1.9,12.1
2023-01-16 10:15:46,262,0.8,6.5
2023-01-09 18:28:30,90,5.44,28.2
2023-01-23 07:35:13,137,3.54,18.4
2023-01-13 18:53:26,234,2.12,14.2
2023-01-30 20:11:33,170,1.2,9.3
2023-01-08 04:33:48,170,2.51,12.8
2023-01-14 10:33:13,236,0.37,5.8
2023-01-14 01:04:21,246,3.19,19.1
2023-01-21 04:14:27,263,1.3,7.9
2023-01-10 14:26:37,79,2.4,15.6
2023-01-02 20:54:17,132,14.82,56.9
2023-01-06 09:14:14,230,6.83,35.9
2023-01-19 14:54:55,161,0.96,8.6
2023-01-07 02:49:19,211,4.94,30.38
2023-01-28 18:17:21,90,2.59,21.9
2023-01-26 17:21:07,132,19.37,70.0
2023-01-14 11:15:51,262,3.2,21.2
2023-01-25 22:14:34,231,1.0,8.6
2023-01-19 15:29:32,239,0.39,5.1
2023-01-24 18:16:38,237,3.6,21.2
2023-01-01 09:02:56,263,1.84,9.3
2023-01-23 09:29:50,48,0.56,5.1
2023-01-11 10:29:51,166,0.22,4.4
2023-01-20 00:48:06,261,6.8,30.3
2023-01-18 20:07:00,87,3.81,21.9
2023-01-05 04:15:36,246,2.6,14.9
2023-01-05 18:45:13,246,2.1,13.5
2023-01-31 17:08:37,161,1.27,12.8
2023-01-22 01:35:11,249,1.99,14.2
2023-01-13 14:34:27,138,8.53,41.5
2023-01-20 19:29:57,79,2.76,13.5
2023-01-05 22:20:45,138,8.5,36.6
2023-01-10 21:30:40,249,3.3,19.8
2023-01-23 21:48:00,170,1.17,8.6
2023-01-11 20:48:31,141,3.74,17.7
2023-01-26 21:44:11,148,1.25,14.4
2023-01-17 21:03:44,234,1.2,10.0
2023-01-26 14:32:37,142,1.6,13.5
2023-01-08 00:23:34,162,1.9,12.1
2023-01-26 08:29:50,48,1.46,10.0
2023-01-08 11:54:47,234,5.7,27.5
2023-01-13 23:04:27,186,1.1,12.1
2023-01-06 20:58:38,162,0.68,9.3
2023-01-05 16:35:58,229,1.34,11.4
2023-01-26 10:30:41,138,11.06,55.5
2023-01-30 21:01:11,161,0.92,7.9
2023-01-04 07:23:00,33,8.5,36.6
2023-01-24 21:54:46,161,0.8,7.2
2023-01-19 22:36:10,75,5.03,25.4
2023-01-19 11:28:40,141,1.23,9.3
2023-01-25 13:11:18,237,1.9,22.6
2023-01-10 13:42:35,161,0.51,8.6
2023-01-02 18:11:50,264,8.14,35.2
2023-01-12 13:33:37,186,3.11,26.8
2023-01-17 18:15:53,161,1.29,10.0
2023-01-28 03:12:04,144,0.84,7.9
2023-01-07 06:47:41,132,7.05,27.5
2023-01-07 16:50:33,141,0.6,5.1
2023-01-13 23:39:31,70,8.56,40.8
2023-01-07 12:41:13,170,0.2,0.0
2023-01-27 19:40:45,132,17.99,70.0
2023-01-22 13:48:28,239,1.89,13.5
2023-01-28 16:54:43,158,3.26,21.9
2023-01-16 23:07:49,231,1.4,9.3
2023-01-08 15:25:27,138,16.88,63.9
2023-01-27 09:00:24,170,0.85,7.2
2023-01-24 16:57:42,132,18.29,70.0
2023-01-20 22:39:34,151,2.74,16.3
2023-01-19 16:39:11,239,0.68,5.8
2023-01-20 08:19:39,236,0.9,7.2
2023-01-07 14:42:42,263,1.62,10.0
2023-01-16 17:33:23,236,0.6,5.1
2023-01-24 00:47:28,138,8.06,33.8
2023-01-17 15:12:49,234,2.1,13.5
2023-01-16 19:40:03,231,2.62,14.2
2023-01-22 10:27:10,125,0.43,5.8
2023-01-30 11:54:25,186,2.59,17.7
2023-01-24 17:51:55,166,1.55,11.4
2023-01-28 15:39:59,143,0.5,5.1
2023-01-28 15:46:14,234,1.66,12.8
2023-01-04 12:41:16,142,0.72,7.2
2023-01-28 06:20:53,262,3.68,20.5
2023-01-24 12:27:45,236,0.8,5.8
2023-01-16 22:16:26,43,1.47,10.0
2023-01-31 10:53:33,211,0.9,7.9
2023-01-02 22:22:25,107,1.0,6.5
2023-01-06 01:00:37,132,18.49,70.0
2023-01-28 08:21:07,229,1.9,9.3
2023-01-03 11:14:07,162,1.6,11.4
2023-01-21 15:12:41,163,3.57,20.5
2023-01-25 09:28:52,48,3.71,28.2
2023-01-16 21:19:16,234,0.94,7.9
2023-01-01 07:09:59,100,1.7,12.26
2023-01-08 20:51:23,107,1.51,9.3
2023-01-08 17:09:20,132,20.07,70.0
2023-01-25 13:38:40,70,13.24,52.0
2023-01-05 04:10:24,161,0.0,100.0
2023-01-06 16:45:44,50,1.14,7.2
2023-01-01 00:15:22,141,1.16,7.2
2023-01-26 19:50:11,186,8.92,43.6
2023-01-19 19:16:46,161,1.38,12.1
2023-01-30 12:50:20,141,2.0,14.2
2023-01-31 09:18:08,116,6.6,31.6
2023-01-27 16:58:53,132,15.3,59.7
2023-01-31 12:00:53,140,2.3,17.0
2023-01-14 17:58:38,230,1.04,10.0
2023-01-05 19:47:23,161,1.4,9.3
2023-01-03 21:34:34,249,2.94,17.0
2023-01-20 22:28:30,163,4.58,24.0
2023-01-22 00:14:57,158,0.37,4.4
2023-01-01 08:41:07,238,0.63,6.5
2023-01-01 02:25:49,148,1.4,12.8
2023-01-14 00:14:26,107,2.7,16.3
2023-01-01 11:33:06,230,1.59,16.3
2023-01-05 21:27:08,148,1.23,9.3
2023-01-01 23:14:17,132,16.64,70.0
2023-01-10 00:58:45,142,1.7,10.7
2023-01-13 18:00:11,163,2.07,10.7
2023-01-24 19:35:11,142,1.45,12.1
2023-01-27 08:13:12,132,17.8,75.1
2023-01-09 08:26:14,162,0.6,6.5
2023-01-28 14:51:12,230,1.05,9.3
2023-01-31 08:06:00,48,11.4,48.5
2023-01-03 13:33:02,236,0.88,7.2
2023-01-09 11:53:28,186,1.6,12.8
2023-01-05 08:26:50,170,0.9,6.5
2023-01-16 19:33:45,142,0.75,6.5
2023-01-20 20:34:53,238,0.7,5.8
2023-01-24 21:27:07,87,6.54,31.0
2023-01-20 09:43:48,143,1.6,11.4
2023-01-12 15:47:28,236,1.78,18.4
2023-01-17 17:46:07,161,1.7,13.5
2023-01-29 22:29:06,237,1.07,8.6
2023-01-14 01:39:22,79,2.38,15.6
2023-01-04 09:31:28,161,3.5,19.8
2023-01-25 18:04:22,237,2.49,15.6
2023-01-08 03:46:15,148,2.19,12.8
2023-01-17 14:07:27,239,1.81,12.1
2023-01-29 14:32:22,138,11.99,-51.3
2023-01-12 17:36:43,142,1.29,10.0
2023-01-30 13:43:51,162,1.54,13.5
2023-01-09 11:07:05,161,1.02,9.3
2023-01-31 14:09:01,236,1.13,-12.1
2023-01-15 15:06:49,170,0.68,10.0
2023-01-27 14:34:11,140,3.2,17.0
2023-01-19 17:25:27,68,1.63,12.8
2023-01-05 19:55:30,142,1.2,9.3
2023-01-13 20:41:39,48,3.07,16.3
2023-01-12 10:27:00,163,1.04,12.27
2023-01-18 14:55:56,164,0.97,7.9
2023-01-06 16:36:03,79,2.98,27.5
2023-01-08 22:06:22,70,12.52,49.2
2023-01-01 18:10:20,140,1.97,12.1
2023-01-04 10:39:07,163,0.76,9.3
2023-01-27 07:27:56,74,2.12,16.3
2023-01-02 19:36:43,138,16.27,59.7
2023-01-22 01:45:10,148,2.33,12.8
2023-01-28 15:51:49,144,1.94,16.3
2023-01-13 17:49:50,90,0.55,7.9
2023-01-31 20:46:30,90,0.0,3.0
2023-01-24 22:34:49,90,1.79,12.1
2023-01-16 19:20:51,48,1.76,12.1
2023-01-26 14:56:24,231,1.01,7.9
2023-01-08 15:45:02,236,4.2,23.3
2023-01-17 15:06:39,43,1.4,13.5
2023-01-13 16:43:57,148,4.17,21.2
2023-01-08 13:52:28,262,0.5,5.8
2023-01-10 08:59:54,186,1.54,14.2
2023-01-05 19:12:00,162,3.68,21.9
2023-01-20 18:31:13,140,5.6,24.7
2023-01-26 12:02:33,142,1.44,10.0
2023-01-06 17:11:31,263,1.09,12.1
2023-01-05 17:43:17,140,1.26,9.3
2023-01-21 17:48:16,230,0.95,9.3
2023-01-15 20:56:46,90,0.56,5.1
2023-01-29 10:00:14,107,14.2,73.4
2023-01-31 13:49:58,234,0.92,7.9
2023-01-22 17:46:50,237,0.1,7.9
2023-01-10 08:18:39,238,3.9,18.4
2023-01-05 10:38:05,236,3.54,18.4
2023-01-02 06:39:47,50,3.53,19.8
2023-01-08 14:19:41,263,0.79,6.5
2023-01-19 00:50:32,90,4.0,19.1
2023-01-21 03:02:53,148,2.0,10.7
2023-01-09 16:18:21,132,16.05,65.3
2023-01-04 19:15:42,43,1.3,8.6
2023-01-16 11:39:54,230,12.54,49.2
2023-01-24 16:34:55,246,1.52,11.4
2023-01-11 16:25:44,140,3.3,19.8
2023-01-19 13:20:05,234,0.0,24.0
2023-01-06 17:37:47,186,0.95,9.3
2023-01-09 16:04:22,230,0.8,8.6
2023-01-26 14:57:23,237,1.06,6.5
2023-01-23 14:54:26,186,1.4,8.6
2023-01-20 22:18:31,236,9.01,37.3
2023-01-11 16:50:10,170,1.16,9.3
2023-01-09 06:55:22,238,1.65,10.7
2023-01-06 15:25:56,238,2.29,16.3
2023-01-25 22:02:20,138,10.2,40.8
2023-01-09 08:36:26,100,0.8,7.2
2023-01-16 09:59:07,186,3.32,19.1
2023-01-28 00:21:24,107,0.95,7.9
2023-01-15 01:13:35,79,3.72,21.2
2023-01-28 09:26:39,238,2.5,14.2
2023-01-18 19:34:06,100,1.58,10.7
2023-01-25 12:05:15,234,0.4,5.1
2023-01-18 18:18:08,236,1.41,10.0
2023-01-31 14:23:55,141,2.54,25.4
2023-01-16 16:27:45,170,0.92,7.9
2023-01-08 17:43:22,70,8.3,33.8
2023-01-20 07:37:34,132,18.2,70.0
2023-01-12 23:50:46,90,2.24,13.5
2023-01-25 17:08:02,161,0.66,9.3
2023-01-28 22:17:24,264,1.55,12.8
2023-01-13 19:05:44,236,0.75,6.5
2023-01-19 05:49:44,186,2.66,12.8
2023-01-16 10:48:00,161,0.61,5.1
2023-01-28 15:11:25,234,1.21,12.8
2023-01-21 13:45:52,229,2.63,17.7
2023-01-05 19:28:48,186,11.0,45.0
2023-01-05 18:34:53,161,1.28,11.4
2023-01-03 20:06:22,107,2.1,14.9
2023-01-12 15:30:44,88,5.3,25.4
2023-01-05 20:41:17,132,14.96,59.0
2023-01-13 23:53:35,114,1.6,11.4
2023-01-25 16:48:28,249,1.5,9.3
2023-01-23 19:33:29,79,1.61,13.5
2023-01-27 13:52:38,234,0.2,5.1
2023-01-07 20:07:13,140,3.99,23.3
2023-01-05 06:28:26,237,1.2,7.9
2023-01-23 19:02:28,236,1.78,12.1
2023-01-16 14:58:36,144,2.87,17.0
2023-01-04 22:05:06,224,1.68,10.7
2023-01-19 16:55:43,170,2.33,16.3
2023-01-05 19:06:58,158,1.55,15.6
2023-01-28 22:55:43,132,17.35,70.0
2023-01-06 20:47:44,48,1.6,10.0
2023-01-27 10:17:06,237,1.58,14.2
2023-01-26 18:29:29,162,2.03,17.0
2023-01-05 23:35:27,263,1.78,10.0
2023-01-06 15:09:23,143,0.68,6.5
2023-01-14 23:36:20,48,4.8,22.6
2023-01-10 21:34:29,138,9.43,40.8
2023-01-27 19:54:43,107,2.54,14.2
2023-01-28 18:22:16,186,2.25,17.0
2023-01-30 16:48:30,68,0.0,31.91
2023-01-10 14:34:55,143,4.15,19.8
2023-01-31 10:39:00,43,1.15,8.6
2023-01-30 18:56:41,141,0.67,5.8
2023-01-06 13:06:06,234,0.6,5.8
2023-01-05 14:05:07,239,1.07,8.6
2023-01-28 11:26:30,43,3.35,19.1
2023-01-17 08:35:48,246,1.51,13.5
2023-01-17 20:21:46,141,2.3,12.8
2023-01-09 09:54:00,137,1.64,13.5
2023-01-19 15:25:05,13,0.4,5.8
2023-01-12 20:52:53,87,5.1,29.6
2023-01-10 13:42:42,229,4.01,19.8
2023-01-12 21:43:14,234,8.03,38.7
2023-01-18 22:07:49,132,5.7,26.1
2023-01-05 16:40:27,209,5.56,29.6
2023-01-15 12:11:12,144,1.3,8.6
2023-01-05 16:59:34,236,2.88,21.2
2023-01-14 10:44:37,161,3.36,17.7
2023-01-06 13:52:45,262,1.7,15.6
2023-01-21 09:16:07,264,12.66,49.2
2023-01-10 18:40:07,163,1.5,14.9
2023-01-25 20:42:43,239,0.63,6.5
2023-01-01 06:16:11,50,3.7,18.4
2023-01-09 19:19:17,229,0.64,5.8
2023-01-09 09:13:36,233,1.13,10.7
2023-01-07 22:25:06,186,2.0,11.4
2023-01-10 11:51:18,100,4.1,20.5
2023-01-15 23:06:42,132,19.93,70.0
2023-01-25 20:07:43,144,3.27,19.8
2023-01-21 21:54:24,231,0.7,5.1
2023-01-28 22:48:14,170,1.73,12.1
2023-01-18 16:47:02,114,1.52,12.8
2023-01-27 20:22:38,230,1.14,10.7
2023-01-10 11:24:40,140,2.2,14.2
2023-01-05 13:40:54,142,0.78,7.2
2023-01-22 12:41:19,230,0.87,6.5
2023-01-31 22:48:25,90,1.9,10.0
2023-01-21 01:07:00,48,1.32,14.0
2023-01-29 14:03:59,229,0.8,5.8
2023-01-15 16:07:03,161,1.86,12.1
2023-01-07 19:00:09,132,18.06,70.0
2023-01-10 20:25:24,186,6.7,29.6
2023-01-07 20:07:01,162,0.89,7.2
2023-01-08 22:22:36,230,1.7,10.7
2023-01-31 18:12:23,239,2.43,16.3
2023-01-10 10:37:12,140,1.35,10.0
2023-01-20 14:33:34,237,0.7,7.9
2023-01-26 18:03:11,137,4.5,24.0
2023-01-20 22:44:19,48,0.5,5.1
2023-01-19 19:03:07,88,4.3,23.3
2023-01-04 14:46:11,163,2.3,14.9
2023-01-26 18:31:22,164,1.93,19.1
2023-01-01 19:32:30,50,3.51,20.5
2023-01-25 18:20:35,70,8.46,38.0
2023-01-29 03:13:18,246,5.9,25.4
2023-01-17 09:34:25,70,10.7,52.7
2023-01-20 16:22:23,236,0.4,6.5
2023-01-22 18:23:50,158,1.05,7.2
2023-01-23 14:56:19,170,2.22,13.5
2023-01-11 13:58:58,87,8.8,42.9
2023-01-26 11:32:04,231,7.5,34.5
2023-01-09 12:02:52,236,2.43,17.7
2023-01-22 20:01:17,162,1.2,9.3
2023-01-20 12:34:04,237,0.37,7.2
2023-01-13 22:49:40,132,19.14,70.0
2023-01-31 17:06:27,43,1.09,11.4
2023-01-29 13:59:25,79,1.89,14.2
2023-01-30 14:38:21,138,8.59,38.0
2023-01-11 11:35:17,170,0.8,7.2
2023-01-28 15:14:13,230,12.33,50.6
2023-01-10 22:24:04,107,2.6,13.5
2023-01-19 10:14:34,263,0.87,7.2
2023-01-16 22:07:41,79,3.7,18.4
2023-01-17 11:16:57,262,2.52,16.3
2023-01-23 18:06:44,162,2.5,15.6
2023-01-11 14:30:01,142,0.51,5.1
2023-01-07 11:53:23,163,3.17,20.5
2023-01-12 17:53:25,145,0.0,3.0
2023-01-15 16:46:49,142,2.86,18.4
2023-01-26 18:27:50,132,18.7,70.0
2023-01-03 00:49:54,186,2.17,13.5
2023-01-19 13:34:11,236,1.3,10.0
2023-01-31 07:17:54,162,3.14,17.7
2023-01-20 17:35:51,236,9.0,38.0
2023-01-28 16:28:21,79,2.6,16.3
2023-01-28 17:35:46,246,3.1,24.7
2023-01-25 18:48:03,158,1.22,9.3
2023-01-07 18:05:05,137,2.1,16.3
2023-01-10 13:18:05,137,1.38,11.4
2023-01-03 19:20:29,138,8.74,37.3
2023-01-14 04:41:37,234,0.03,-3.0
2023-01-31 17:23:37,231,2.77,14.9
2023-01-11 15:05:44,68,2.06,17.0
2023-01-30 13:47:00,236,2.89,19.1
2023-01-12 06:39:03,50,0.99,12.02
2023-01-24 18:45:53,239,0.89,7.2
2023-01-06 18:16:49,100,1.55,12.1
2023-01-26 19:46:56,100,1.15,10.7
2023-01-20 09:03:28,140,1.24,10.7
2023-01-23 22:33:40,125,1.04,8.6
2023-01-11 13:31:45,236,1.48,12.8
2023-01-31 11:54:12,236,3.3,19.1
2023-01-21 00:34:47,209,2.52,12.8
2023-01-08 23:00:05,138,23.93,35.2
2023-01-30 11:09:06,137,1.44,16.3
2023-01-28 23:42:29,263,6.49,35.2
2023-01-20 19:04:30,236,0.8,7.2
2023-01-17 10:42:51,237,2.7,17.7
2023-01-08 17:12:07,263,0.44,5.1
2023-01-14 21:26:18,142,0.33,4.4
2023-01-05 19:17:33,161,3.29,19.8
2023-01-25 20:55:45,90,0.48,5.1
2023-01-20 19:16:38,142,1.11,9.3
2023-01-17 06:32:53,137,4.58,22.6
2023-01-09 23:02:08,161,2.15,12.8
2023-01-28 12:50:31,249,0.7,8.6
2023-01-24 21:38:44,163,2.35,14.2
2023-01-07 10:34:07,87,3.98,19.1
2023-01-21 12:30:33,141,3.2,18.4
2023-01-31 16:02:46,234,0.76,9.3
2023-01-16 17:48:45,265,0.0,50.0
2023-01-22 12:52:04,14,12.1,45.5
2023-01-03 10:35:45,186,1.17,13.5
2023-01-07 07:49:54,140,0.05,-3.0
2023-01-14 12:05:26,229,0.9,7.9
2023-01-23 02:12:24,234,1.26,8.6
2023-01-05 21:40:00,48,1.1,7.2
2023-01-31 11:28:39,132,8.2,33.8
2023-01-12 09:29:14,239,0.3,18.4
2023-01-27 16:27:46,140,1.1,8.6
2023-01-16 10:58:40,113,2.0,13.5
2023-01-22 11:22:03,132,0.07,81.75
2023-01-31 22:54:12,79,1.69,12.1
2023-01-08 16:20:23,142,1.69,13.5
2023-01-06 16:46:41,170,1.96,16.3
2023-01-11 11:55:58,141,1.2,10.7
2023-01-21 20:59:34,132,6.36,25.4
2023-01-30 14:13:26,50,1.1,7.2
2023-01-13 13:31:59,132,8.0,34.5
2023-01-07 11:54:36,170,2.7,18.4
2023-01-05 15:59:17,43,2.02,15.6
2023-01-10 20:03:40,238,0.76,7.2
2023-01-22 14:35:12,239,0.5,5.8
2023-01-18 17:26:15,162,2.1,18.4
2023-01-31 08:58:53,114,0.47,5.1
2023-01-01 01:08:48,107,1.55,10.0
2023-01-25 20:11:53,237,1.65,12.8
2023-01-05 01:32:13,137,3.26,15.6
2023-01-23 18:38:54,140,2.47,14.9
2023-01-07 21:20:28,87,4.32,19.1
2023-01-12 07:43:42,170,0.6,6.5
2023-01-22 20:13:31,162,1.44,9.3
2023-01-24 19:04:19,48,1.76,10.7
2023-01-14 14:50:44,141,1.2,7.2
2023-01-27 21:11:59,68,1.77,14.9
2023-01-05 09:01:47,234,1.23,10.7
2023-01-11 07:22:45,24,2.8,14.9
2023-01-23 09:47:10,163,1.35,14.9
2023-01-26 07:42:03,113,0.6,5.1
2023-01-07 09:36:26,138,11.7,43.6
2023-01-24 19:25:57,68,3.6,17.7
2023-01-08 01:29:42,107,0.48,5.1
2023-01-25 21:09:08,229,1.06,7.9
2023-01-08 00:49:08,100,3.8,19.8
2023-01-27 11:47:51,138,9.85,38.0
2023-01-24 11:49:48,138,9.12,42.2
2023-01-18 14:35:27,50,2.18,12.1
2023-01-14 11:15:05,237,1.16,8.6
2023-01-26 08:16:35,164,3.27,20.5
2023-01-11 21:29:10,230,2.33,14.2
2023-01-08 13:30:25,138,8.7,35.2
2023-01-24 20:58:52,236,1.28,8.6
2023-01-18 10:31:01,24,0.0,19.1
2023-01-07 15:58:15,100,0.16,5.1
2023-01-09 22:16:58,79,2.22,12.8
2023-01-25 22:46:59,142,1.57,10.7
2023-01-28 12:34:34,237,2.01,12.8
2023-01-09 14:35:30,163,0.52,5.1
2023-01-26 21:52:24,237,1.19,12.1
2023-01-07 23:54:26,249,7.03,35.2
2023-01-23 23:07:49,236,1.09,9.3
2023-01-12 08:09:39,186,2.4,14.9
2023-01-11 16:16:10,161,2.2,15.6
2023-01-08 13:58:43,161,17.87,70.0
2023-01-21 19:10:34,142,1.84,14.2
2023-01-02 15:47:09,246,1.85,14.2
2023-01-08 12:13:59,233,3.1,20.5
2023-01-09 12:14:06,68,0.43,7.9
2023-01-26 06:21:07,137,1.24,7.2
2023-01-04 19:27:02,151,3.22,19.8
2023-01-23 11:30:41,151,1.09,8.6
2023-01-16 14:37:59,13,13.5,51.3
2023-01-11 23:24:13,132,8.4,34.5
2023-01-18 22:03:29,68,1.7,10.0
2023-01-20 19:30:17,50,1.84,17.94
2023-01-22 14:26:23,246,6.08,31.7
2023-01-08 01:46:08,50,1.37,8.6
2023-01-29 19:32:23,137,1.01,10.0
2023-01-30 17:23:37,132,21.58,70.0
2023-01-27 17:16:06,161,1.66,14.2
2023-01-04 07:01:38,238,2.79,17.0
2023-01-17 11:27:48,239,1.97,14.2
2023-01-22 18:10:46,107,2.4,12.1
2023-01-20 23:14:40,148,4.7,21.9
2023-01-25 18:32:21,233,1.9,12.1
2023-01-27 13:34:02,132,16.23,62.5
2023-01-12 11:10:55,138,9.97,45.0
2023-01-04 11:39:18,162,6.45,28.9
2023-01-14 03:03:56,141,6.09,26.8
2023-01-05 08:07:52,234,2.8,17.0
2023-01-17 23:11:05,264,6.4,26.1
2023-01-23 15:11:20,262,3.04,21.9
2023-01-07 16:14:49,161,0.83,8.6
2023-01-15 11:11:12,142,1.33,9.3
2023-01-18 15:38:07,138,5.3,24.7
2023-01-27 19:31:29,186,1.21,13.5
2023-01-28 03:39:53,144,3.56,21.2
2023-01-09 18:02:17,79,1.37,10.7
2023-01-28 14:04:31,238,1.79,12.1
2023-01-19 12:17:34,161,2.31,22.6
2023-01-17 17:25:22,88,14.44,85.3
2023-01-08 16:23:58,249,4.37,25.4
2023-01-19 09:37:57,239,0.63,6.5
2023-01-14 13:10:45,161,0.77,7.9
2023-01-29 15:05:51,246,4.7,24.7
2023-01-26 07:45:48,229,2.27,12.8
2023-01-19 07:31:00,236,2.39,15.6
2023-01-19 15:36:56,161,0.8,11.4
2023-01-20 22:37:46,79,7.28,38.7
2023-01-16 13:21:04,68,4.2,22.6
2023-01-27 22:00:58,48,1.9,21.2
2023-01-17 15:33:00,163,18.02,77.0
2023-01-01 02:27:58,114,4.28,23.3
2023-01-30 19:54:14,161,17.54,70.0
2023-01-13 19:26:44,132,18.7,70.0
2023-01-25 17:29:13,132,6.35,28.2
2023-01-06 09:50:03,264,1.7,12.1
2023-01-19 07:23:09,263,2.4,12.8
2023-01-09 23:34:26,263,1.39,7.9
